"uuid","name","description"
"7378f249-bba9-4b0b-a29f-4fc8625f4ae1","ETNA","The École des technologies numériques appliquées (ETNA) is a French private school in computer science localized at Ivry-sur-Seine. Created in 2005 by Patrice Dumoucel, the school since 2006 is part of IONIS Education Group. The certification delivered by the school are recognized by the French state."
